,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
1096,45,technician,married,professional.course,no,yes,no,telephone,may,wed,164,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
3505,44,admin.,single,high.school,no,yes,no,telephone,may,thu,347,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33635,41,services,married,high.school,no,yes,yes,cellular,may,wed,21,8,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
19597,39,admin.,married,university.degree,no,yes,no,cellular,aug,thu,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
6361,28,admin.,single,high.school,no,no,no,telephone,may,tue,110,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1435,29,services,divorced,high.school,no,no,no,telephone,may,thu,144,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
33503,31,services,married,high.school,no,yes,no,cellular,may,tue,398,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
16185,57,management,married,university.degree,no,no,no,cellular,jul,tue,632,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
10874,47,services,married,high.school,unknown,no,no,telephone,jun,wed,311,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
24909,32,services,married,basic.6y,unknown,yes,no,telephone,nov,tue,162,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
24253,47,retired,married,basic.4y,no,unknown,unknown,telephone,nov,mon,70,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
39662,70,retired,married,basic.4y,no,yes,no,cellular,may,thu,331,1,3,2,success,-1.8,93.876,-40.0,0.683,5008.7,yes
32011,39,admin.,married,basic.6y,no,yes,no,telephone,may,thu,123,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
13135,29,blue-collar,married,high.school,no,yes,no,telephone,jul,wed,42,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30006,85,retired,married,basic.4y,unknown,yes,no,cellular,apr,tue,129,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
27454,47,technician,married,unknown,unknown,yes,no,cellular,nov,fri,57,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
3551,40,services,divorced,high.school,no,no,no,telephone,may,fri,456,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29340,42,blue-collar,single,unknown,no,no,no,cellular,apr,fri,54,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
18180,39,admin.,single,basic.9y,unknown,no,yes,cellular,jul,wed,94,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
14292,41,housemaid,single,basic.4y,unknown,yes,no,cellular,jul,mon,385,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
14558,56,management,married,basic.4y,unknown,yes,no,cellular,jul,tue,122,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
36435,27,self-employed,single,university.degree,no,yes,no,cellular,jun,tue,112,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
18540,29,admin.,married,university.degree,no,yes,yes,cellular,jul,thu,166,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
2651,46,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,tue,152,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
20652,33,admin.,single,university.degree,unknown,yes,yes,cellular,aug,wed,121,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2318,30,technician,single,university.degree,unknown,no,no,telephone,may,tue,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28407,30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,435,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
14294,30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,245,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37747,24,student,single,high.school,no,yes,no,cellular,aug,fri,200,1,6,4,failure,-2.9,92.201,-31.4,0.849,5076.2,no
17303,46,technician,divorced,university.degree,unknown,no,no,cellular,jul,fri,65,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34611,33,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,616,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
1784,47,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,285,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
37896,27,management,single,university.degree,no,yes,no,cellular,sep,tue,137,2,4,2,success,-3.4,92.379,-29.8,0.819,5017.5,no
24514,32,services,married,basic.4y,no,no,no,cellular,nov,mon,161,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
14183,35,technician,single,professional.course,no,yes,no,cellular,jul,mon,154,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13378,29,services,single,high.school,no,yes,no,telephone,jul,wed,206,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38268,32,admin.,married,professional.course,no,yes,no,cellular,oct,tue,169,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,no
33092,37,admin.,married,high.school,no,yes,no,cellular,may,tue,188,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
807,56,entrepreneur,married,university.degree,unknown,yes,no,telephone,may,wed,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
24133,41,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,238,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
14668,35,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,357,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
8841,30,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,52,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
37957,28,student,single,high.school,no,no,no,cellular,sep,fri,555,2,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,yes
6987,40,technician,married,basic.9y,no,yes,no,telephone,may,thu,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
40977,42,technician,married,professional.course,no,yes,yes,cellular,oct,mon,509,1,6,1,success,-1.1,94.601,-49.5,1.0,4963.6,yes
39307,26,admin.,married,unknown,no,no,no,cellular,mar,thu,359,1,999,1,failure,-1.8,93.369,-34.8,0.643,5008.7,no
39713,34,admin.,married,university.degree,no,no,no,cellular,may,fri,145,1,999,2,failure,-1.8,93.876,-40.0,0.695,5008.7,no
17886,36,housemaid,married,basic.4y,no,yes,no,cellular,jul,tue,665,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2910,36,management,married,university.degree,no,yes,no,telephone,may,wed,8,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
36615,32,admin.,married,university.degree,no,no,yes,cellular,jun,thu,327,3,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
13241,28,blue-collar,single,professional.course,no,yes,no,cellular,jul,wed,611,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35124,37,services,married,high.school,no,yes,no,cellular,may,fri,81,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
31717,31,technician,married,professional.course,no,yes,no,cellular,may,thu,232,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
35383,43,blue-collar,married,high.school,no,no,no,cellular,may,fri,22,8,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
19613,56,technician,married,professional.course,unknown,no,yes,cellular,aug,thu,190,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
11055,51,management,married,university.degree,no,no,no,telephone,jun,wed,16,17,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
35234,28,self-employed,married,basic.9y,no,yes,no,cellular,may,fri,1111,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
39970,36,management,married,university.degree,no,no,no,cellular,jun,tue,265,1,999,1,failure,-1.7,94.055,-39.8,0.761,4991.6,yes
36789,28,admin.,single,high.school,no,no,no,cellular,jun,mon,491,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
36173,40,admin.,single,university.degree,no,yes,no,cellular,may,wed,112,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
11087,33,admin.,single,professional.course,no,no,no,telephone,jun,thu,122,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10708,33,admin.,married,high.school,no,no,no,telephone,jun,tue,96,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
17251,33,technician,single,high.school,no,yes,no,cellular,jul,fri,270,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9479,46,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,86,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
15690,36,services,divorced,high.school,no,yes,no,cellular,jul,mon,226,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
35116,54,blue-collar,married,basic.4y,no,yes,yes,cellular,may,fri,192,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
32480,29,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,128,3,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
9441,32,technician,married,basic.9y,no,no,no,telephone,jun,fri,82,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
403,43,unemployed,married,university.degree,unknown,yes,no,telephone,may,tue,424,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35452,41,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,157,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
18501,52,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,thu,114,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
21596,31,unemployed,married,university.degree,no,no,no,cellular,aug,tue,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37889,52,admin.,married,unknown,no,no,no,telephone,sep,tue,97,5,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,no
27517,31,admin.,single,university.degree,no,yes,no,cellular,nov,fri,36,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
39114,29,management,married,university.degree,no,yes,no,telephone,dec,tue,207,4,999,0,nonexistent,-3.0,92.713,-33.0,0.707,5023.5,no
40356,75,retired,married,unknown,no,no,no,telephone,aug,tue,676,2,999,4,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
2613,47,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,133,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
20597,60,services,married,basic.4y,no,yes,no,telephone,aug,wed,767,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31849,48,blue-collar,married,basic.4y,no,no,yes,cellular,may,thu,370,2,1,1,success,-1.8,92.893,-46.2,1.327,5099.1,no
8500,50,admin.,married,university.degree,no,yes,no,telephone,jun,wed,407,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
7221,40,technician,married,high.school,no,no,no,telephone,may,thu,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
34247,24,management,married,university.degree,no,yes,no,telephone,may,thu,921,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
10703,37,admin.,single,high.school,no,yes,yes,telephone,jun,tue,159,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10302,56,blue-collar,single,basic.6y,unknown,no,no,telephone,jun,mon,35,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
18021,49,admin.,divorced,basic.9y,no,yes,no,cellular,jul,wed,70,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
22382,30,technician,single,university.degree,no,yes,no,cellular,aug,fri,242,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
3778,54,retired,married,basic.9y,unknown,no,no,telephone,may,fri,370,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
1134,54,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,90,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33771,34,admin.,married,university.degree,no,yes,no,cellular,may,wed,135,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
30231,51,technician,married,professional.course,no,yes,yes,cellular,apr,thu,200,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
32167,33,technician,single,professional.course,no,yes,no,cellular,may,fri,70,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
20195,31,management,single,university.degree,no,no,no,cellular,aug,mon,1099,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40368,27,student,single,university.degree,no,no,no,cellular,aug,wed,180,1,3,3,success,-1.7,94.027,-38.3,0.9,4991.6,yes
7619,31,management,single,professional.course,no,yes,no,telephone,may,fri,256,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
31358,31,management,single,high.school,no,no,no,cellular,may,wed,90,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
48,35,admin.,married,university.degree,no,yes,no,telephone,may,mon,355,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35750,47,services,married,high.school,no,no,no,cellular,may,mon,109,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
30371,33,admin.,married,high.school,no,no,no,cellular,apr,thu,113,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
3969,30,self-employed,single,high.school,no,yes,no,telephone,may,mon,201,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
20818,55,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,150,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40414,72,housemaid,married,basic.6y,unknown,yes,no,cellular,aug,fri,137,1,999,0,nonexistent,-1.7,94.027,-38.3,0.905,4991.6,no
13566,29,student,single,university.degree,no,yes,no,cellular,jul,thu,489,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
27078,55,technician,married,professional.course,no,no,no,cellular,nov,fri,348,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
25473,30,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,30,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
24810,51,admin.,married,high.school,no,no,yes,cellular,nov,tue,271,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
5467,36,services,single,basic.6y,unknown,yes,no,telephone,may,fri,1222,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2199,31,services,single,high.school,no,unknown,unknown,telephone,may,mon,456,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19153,54,technician,divorced,university.degree,no,no,no,cellular,aug,tue,155,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
25385,35,admin.,single,university.degree,no,no,no,cellular,nov,tue,898,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,yes
29982,44,unknown,divorced,unknown,no,no,no,cellular,apr,tue,189,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
22343,29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,184,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
5502,41,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,mon,63,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
17932,37,admin.,single,high.school,no,yes,no,cellular,jul,tue,205,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
17968,30,admin.,single,university.degree,no,no,no,telephone,jul,tue,128,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
23505,33,services,married,professional.course,no,yes,no,cellular,aug,thu,51,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
16226,27,admin.,single,university.degree,unknown,yes,no,cellular,jul,tue,261,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
25929,44,admin.,single,university.degree,no,yes,no,cellular,nov,wed,50,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
26174,31,entrepreneur,married,basic.9y,no,no,no,cellular,nov,wed,558,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
1365,36,blue-collar,single,basic.6y,no,no,no,telephone,may,thu,989,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
36954,59,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,thu,218,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
32150,37,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,65,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
9875,43,admin.,married,high.school,no,yes,no,telephone,jun,wed,49,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
14270,31,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,mon,85,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6798,56,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,267,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33853,33,services,single,high.school,no,yes,no,cellular,may,wed,281,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
23883,34,admin.,married,high.school,unknown,yes,no,cellular,aug,fri,398,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
20473,30,admin.,single,university.degree,no,no,no,cellular,aug,tue,312,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
38919,58,self-employed,married,university.degree,no,no,no,cellular,nov,wed,1092,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
13181,30,admin.,married,high.school,no,yes,no,cellular,jul,wed,166,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
4705,53,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,872,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
14607,38,admin.,single,high.school,no,no,yes,telephone,jul,tue,91,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
34128,32,management,married,university.degree,no,yes,no,cellular,may,wed,129,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
30415,27,student,single,unknown,unknown,yes,no,cellular,apr,thu,35,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
32840,32,blue-collar,married,basic.6y,no,yes,yes,cellular,may,mon,101,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
8990,30,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,thu,420,4,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7116,35,technician,married,university.degree,unknown,no,no,telephone,may,thu,215,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
28347,46,technician,married,basic.6y,unknown,yes,no,cellular,apr,wed,575,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
3757,36,admin.,married,basic.9y,no,no,no,telephone,may,fri,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28205,41,admin.,married,basic.6y,unknown,no,no,cellular,apr,tue,226,2,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
35894,59,self-employed,single,university.degree,no,yes,no,telephone,may,fri,249,3,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
1750,33,management,single,university.degree,no,no,no,telephone,may,fri,261,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
9854,48,admin.,divorced,high.school,no,no,no,telephone,jun,wed,314,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
3363,40,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,21,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
7720,34,entrepreneur,married,professional.course,no,yes,no,telephone,may,fri,292,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
6582,53,technician,divorced,university.degree,no,yes,no,telephone,may,wed,352,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
17839,47,technician,single,unknown,no,yes,yes,telephone,jul,tue,24,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
8233,56,management,married,basic.9y,no,yes,no,telephone,jun,tue,941,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
10455,44,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,17,25,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
17027,34,management,single,university.degree,no,no,no,cellular,jul,thu,257,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30131,35,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,358,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
9456,39,management,married,university.degree,no,yes,yes,telephone,jun,fri,383,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
20687,29,technician,married,university.degree,no,no,no,cellular,aug,wed,183,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
24369,35,admin.,divorced,high.school,no,no,no,cellular,nov,mon,49,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
12516,34,services,married,high.school,no,yes,no,cellular,jul,mon,206,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
20581,32,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,796,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
36769,54,blue-collar,married,basic.9y,no,no,no,cellular,jun,fri,258,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
14796,45,management,married,high.school,unknown,no,no,cellular,jul,wed,94,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
10156,35,technician,divorced,professional.course,no,yes,no,telephone,jun,thu,312,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
371,37,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,54,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5253,27,technician,married,university.degree,no,no,no,telephone,may,fri,125,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
20984,30,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,280,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
21167,33,technician,single,professional.course,no,no,no,cellular,aug,mon,145,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
6900,52,retired,married,basic.4y,no,yes,no,telephone,may,thu,138,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
10907,43,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,1540,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
32802,32,technician,married,high.school,no,yes,no,cellular,may,mon,329,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
20790,45,admin.,single,university.degree,no,yes,no,cellular,aug,wed,99,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32444,38,admin.,married,high.school,no,no,no,cellular,may,fri,217,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
